Selected: MPU9250
Beginning Gyro calibration...
Offsets are: 0.014939 -0.002838 0.000694
Let's go Fly ! 
  +3.12, +155.95,  +21.62,   -0.24,   +0.96,   +0.00, 0000, 0000 ,0000 ,0000, 947.0823, 0
  +3.14, +155.81,  +21.62,   -0.24,   +1.02,   +0.00, 0000, 0000 ,0000 ,0000, 0.0056, 179
  +3.15, +155.68,  +21.63,   -0.18,   +0.96,   +0.31, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.16, +155.55,  +21.64,   -0.55,   +1.14,   -0.37, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.18, +155.42,  +21.64,   -0.30,   +0.59,   -0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.19, +155.29,  +21.65,   -0.48,   +0.96,   -0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.21, +155.16,  +21.66,   -0.30,   +0.90,   -0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.22, +155.03,  +21.67,   -0.12,   +0.84,   -0.37, 0000, 0000 ,0000 ,0000, 0.0053, 187
  +3.24, +154.90,  +21.68,   -0.12,   +0.84,   -0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.25, +154.76,  +21.68,   -0.30,   +1.02,   +0.37, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.27, +154.63,  +21.69,   -0.24,   +0.90,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.28, +154.49,  +21.70,   +0.06,   +0.96,   +0.12, 0000, 0000 ,0000 ,0000, 0.0055, 181
  +3.30, +154.36,  +21.71,   -0.12,   +0.90,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.31, +154.22,  +21.71,   -0.06,   +0.84,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.33, +154.08,  +21.72,   -0.30,   +0.72,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 184
  +3.34, +153.95,  +21.73,   -0.12,   +0.90,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.36, +153.81,  +21.74,   +0.19,   +0.96,   -0.24, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.37, +153.67,  +21.75,   -0.18,   +1.14,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.39, +153.53,  +21.75,   -0.24,   +0.59,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.40, +153.39,  +21.76,   -0.12,   +0.59,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.42, +153.25,  +21.77,   -0.36,   +1.02,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.43, +153.11,  +21.78,   +0.00,   +0.78,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.45, +152.96,  +21.79,   -0.30,   +1.02,   -0.24, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.47, +152.82,  +21.79,   -0.18,   +0.78,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.48, +152.68,  +21.80,   -0.18,   +0.84,   +0.24, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.50, +152.53,  +21.81,   -0.42,   +0.90,   -0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.51, +152.39,  +21.82,   -0.36,   +0.66,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.53, +152.24,  +21.83,   -0.24,   +0.53,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.55, +152.10,  +21.84,   -0.24,   +0.84,   -0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.56, +151.95,  +21.85,   -0.24,   +0.90,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.58, +151.80,  +21.86,   -0.18,   +0.41,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.59, +151.66,  +21.87,   -0.18,   +0.66,   +0.31, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.61, +151.51,  +21.88,   +0.06,   +0.90,   +0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.62, +151.36,  +21.88,   -0.12,   +0.96,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.64, +151.21,  +21.89,   -0.24,   +0.96,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.66, +151.06,  +21.90,   -0.36,   +0.66,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.67, +150.91,  +21.91,   +0.06,   +0.59,   -0.18, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.69, +150.76,  +21.92,   -0.24,   +0.72,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.71, +150.60,  +21.93,   -0.36,   +0.90,   +0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.72, +150.45,  +21.94,   -0.12,   +0.78,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.74, +150.29,  +21.95,   -0.06,   +0.59,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.76, +150.14,  +21.96,   -0.30,   +0.72,   +0.24, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.77, +149.98,  +21.97,   -0.24,   +0.72,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.79, +149.83,  +21.98,   -0.24,   +0.72,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.81, +149.67,  +21.99,   -0.12,   +0.84,   +0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.82, +149.51,  +22.00,   -0.24,   +1.02,   +0.49, 0000, 0000 ,0000 ,0000, 0.0055, 182
  +3.84, +149.35,  +22.01,   -0.36,   +0.96,   +0.06, 0000, 0000 ,0000 ,0000, 0.0053, 186
  +3.86, +149.19,  +22.02,   -0.24,   +0.90,   -0.37, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.87, +149.03,  +22.03,   +0.19,   +0.84,   +0.31, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.89, +148.87,  +22.04,   -0.06,   +0.96,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.91, +148.70,  +22.05,   -0.55,   +0.84,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.92, +148.54,  +22.07,   +0.06,   +0.78,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 184
  +3.94, +148.38,  +22.08,   -0.12,   +0.84,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +3.95, +148.21,  +22.09,   -0.24,   +1.02,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.97, +148.05,  +22.10,   -0.36,   +0.90,   +0.24, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +3.99, +147.88,  +22.11,   +0.06,   +0.78,   -0.24, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +4.00, +147.72,  +22.12,   -0.18,   +0.90,   -0.24, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.02, +147.55,  +22.13,   -0.36,   +0.96,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.04, +147.38,  +22.15,   -0.36,   +0.78,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.06, +147.21,  +22.16,   -0.12,   +0.84,   +0.18, 0000, 0000 ,0000 ,0000, 0.0054, 185
  +4.07, +147.04,  +22.17,   -0.12,   +1.02,   -0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.09, +146.87,  +22.18,   -0.18,   +0.90,   -0.37, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.11, +146.70,  +22.19,   -0.06,   +0.59,   -0.24, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.12, +146.52,  +22.21,   -0.30,   +0.53,   -0.06, 0000, 0000 ,0000 ,0000, 0.0055, 182
  +4.14, +146.35,  +22.22,   -0.18,   +0.72,   -0.06, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.16, +146.18,  +22.23,   -0.06,   +0.35,   -0.12, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.18, +146.00,  +22.24,   +0.00,   +0.78,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 186
  +4.19, +145.83,  +22.26,   -0.30,   +0.90,   +0.00, 0000, 0000 ,0000 ,0000, 0.0054, 185
