time	roll	pitch	yew	p	q	r	Ail	Ele	Rud	Throttle	dt	freq
0	-7.02	171.3	-23.05	-0.12	0.9	-0.3	1515	1500	1514	1076	0	0
0.0029	-7.05	171.23	-23.04	-0.24	0.66	-0.12	1515	1500	1514	1076	0.0029	343
0.0058	-7.09	171.17	-23.04	-0.42	0.84	0.37	1515	1500	1514	1076	0.0029	345
0.0087	-7.13	171.11	-23.05	-0.18	0.78	-0.67	1515	1500	1514	1076	0.0029	345
0.0116	-7.17	171.05	-23.06	-0.18	0.72	-0.06	1515	1500	1514	1076	0.0029	345
0.0145	-7.22	170.99	-23.07	-0.06	0.78	-0.06	1515	1500	1514	1076	0.0029	341
0.0174	-7.26	170.93	-23.07	-0.18	0.78	-0.06	1515	1500	1514	1076	0.0029	345
0.0203	-7.3	170.87	-23.08	0	0.66	-0.06	1515	1500	1514	1076	0.0029	345
0.0232	-7.35	170.81	-23.09	-0.24	1.02	-0.18	1515	1500	1514	1076	0.0029	344
0.0261	-7.39	170.75	-23.1	-0.18	0.66	-0.24	1515	1500	1514	1076	0.0029	345
0.029	-7.43	170.68	-23.1	-0.06	0.48	-0.48	1515	1500	1514	1076	0.0029	345
0.0319	-7.47	170.62	-23.11	-0.49	0.66	-0.12	1515	1500	1514	1076	0.0029	344
0.0348	-7.51	170.56	-23.12	-0.18	0.72	0	1515	1500	1514	1076	0.0029	345
0.0377	-7.56	170.49	-23.13	-0.06	0.78	-0.36	1515	1500	1514	1076	0.0029	345
0.0406	-7.6	170.43	-23.13	-0.18	0.66	-0.3	1515	1500	1514	1076	0.0029	345
0.0435	-7.64	170.37	-23.14	-0.18	0.84	0.31	1515	1500	1514	1076	0.0029	344
0.0464	-7.69	170.3	-23.15	-0.18	0.72	-0.24	1515	1500	1514	1076	0.0029	345
0.0493	-7.73	170.24	-23.16	-0.3	0.72	-0.48	1515	1500	1514	1076	0.0029	345
0.0522	-7.77	170.17	-23.17	-0.36	0.9	-0.12	1515	1500	1514	1076	0.0029	345
0.0551	-7.82	170.11	-23.18	-0.24	0.78	-0.12	1515	1500	1514	1076	0.0029	345
0.058	-7.86	170.04	-23.19	-0.24	0.48	-0.3	1515	1500	1514	1076	0.0029	344
0.0609	-7.91	169.97	-23.2	-0.06	0.48	-0.24	1515	1500	1514	1076	0.0029	345
0.0639	-7.96	169.9	-23.21	0	0.48	-0.18	1515	1500	1514	1076	0.003	338
0.0668	-8	169.84	-23.22	-0.49	0.9	-0.18	1515	1500	1514	1076	0.0029	345
0.0697	-8.05	169.77	-23.23	-0.42	0.6	-0.3	1515	1500	1514	1076	0.0029	344
0.0726	-8.09	169.7	-23.23	-0.24	0.9	-0.42	1515	1500	1514	1076	0.0029	345
0.0755	-8.14	169.63	-23.24	-0.18	0.78	0.06	1515	1500	1514	1076	0.0029	345
0.0784	-8.18	169.56	-23.25	-0.3	0.78	-0.42	1515	1500	1514	1076	0.0029	345
0.0813	-8.23	169.49	-23.27	-0.12	0.72	-0.12	1515	1500	1514	1076	0.0029	344
0.0842	-8.28	169.42	-23.28	-0.18	0.84	-0.06	1515	1500	1514	1076	0.0029	345
0.0871	-8.33	169.35	-23.29	-0.3	0.72	-0.18	1515	1500	1514	1076	0.0029	345
0.09	-8.37	169.28	-23.3	-0.12	0.72	0.13	1515	1500	1514	1076	0.0029	345
0.0929	-8.42	169.21	-23.31	-0.12	0.72	-0.55	1515	1500	1514	1076	0.0029	345
0.0958	-8.47	169.14	-23.32	-0.06	0.66	0.25	1515	1500	1514	1076	0.0029	345
0.0987	-8.51	169.07	-23.33	-0.12	0.96	-0.06	1515	1500	1514	1076	0.0029	344
0.1016	-8.56	169	-23.34	-0.18	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.1045	-8.61	168.93	-23.35	-0.06	0.6	-0.18	1515	1500	1514	1076	0.0029	344
0.1074	-8.66	168.85	-23.36	-0.3	0.66	-0.48	1515	1500	1514	1076	0.0029	345
0.1103	-8.71	168.78	-23.37	-0.3	0.9	-0.18	1515	1500	1514	1076	0.0029	344
0.1132	-8.75	168.7	-23.38	-0.18	0.66	0.25	1515	1500	1514	1076	0.0029	345
0.1161	-8.81	168.63	-23.39	-0.12	0.66	-0.24	1515	1500	1514	1076	0.0029	345
0.119	-8.86	168.56	-23.41	0.25	0.72	-0.12	1515	1500	1514	1076	0.0029	344
0.1219	-8.91	168.48	-23.42	-0.06	0.66	-0.24	1515	1500	1514	1076	0.0029	345
0.1248	-8.96	168.4	-23.43	-0.18	0.78	-0.06	1515	1500	1514	1076	0.0029	344
0.1277	-9.01	168.33	-23.44	-0.36	0.84	-0.24	1515	1500	1514	1076	0.0029	345
0.1306	-9.06	168.25	-23.45	-0.18	0.72	-0.06	1515	1500	1514	1076	0.0029	344
0.1335	-9.12	168.17	-23.47	0	0.66	0	1515	1500	1514	1076	0.0029	344
0.1364	-9.17	168.09	-23.48	0.06	0.72	-0.3	1515	1500	1514	1076	0.0029	345
0.1393	-9.22	168.02	-23.49	0	0.54	-0.18	1515	1500	1514	1076	0.0029	344
0.1422	-9.28	167.94	-23.5	-0.12	0.78	-0.18	1515	1500	1514	1076	0.0029	345
0.1451	-9.33	167.86	-23.51	-0.18	0.54	-0.42	1515	1500	1514	1076	0.0029	345
0.148	-9.39	167.78	-23.52	-0.36	0.6	-0.61	1515	1500	1514	1076	0.0029	345
0.1509	-9.44	167.7	-23.54	-0.12	0.84	-0.12	1515	1500	1514	1076	0.0029	344
0.1538	-9.5	167.62	-23.55	-0.12	0.78	0.06	1515	1500	1514	1076	0.0029	344
0.1567	-9.55	167.54	-23.56	-0.12	0.78	-0.55	1515	1500	1514	1076	0.0029	345
0.1596	-9.61	167.46	-23.58	-0.12	0.84	-0.06	1515	1500	1514	1076	0.0029	344
0.1625	-9.66	167.38	-23.59	-0.3	0.78	0	1515	1500	1514	1076	0.0029	345
0.1654	-9.72	167.29	-23.61	0.06	0.66	-0.06	1515	1500	1514	1076	0.0029	344
0.1683	-9.78	167.21	-23.62	0.19	0.78	-0.12	1515	1500	1514	1076	0.0029	344
0.1712	-9.83	167.12	-23.63	-0.12	0.78	-0.12	1515	1500	1514	1076	0.0029	345
0.1741	-9.89	167.04	-23.65	-0.12	1.09	-0.24	1515	1500	1514	1076	0.0029	345
0.177	-9.95	166.95	-23.66	-0.12	0.48	-0.06	1515	1500	1514	1076	0.0029	345
0.1799	-10	166.87	-23.68	-0.12	0.84	-0.55	1515	1500	1514	1076	0.0029	345
0.1828	-10.06	166.79	-23.69	0.12	0.6	-0.24	1515	1500	1514	1076	0.0029	344
0.1857	-10.11	166.7	-23.71	0	0.54	-0.06	1515	1500	1514	1076	0.0029	345
0.1886	-10.17	166.61	-23.72	0	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.1915	-10.23	166.52	-23.74	-0.18	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.1944	-10.28	166.44	-23.76	-0.12	0.6	-0.3	1515	1500	1514	1076	0.0029	345
0.1973	-10.34	166.35	-23.77	-0.06	0.9	-0.3	1515	1500	1514	1076	0.0029	344
0.2002	-10.4	166.26	-23.79	-0.24	0.96	-0.06	1515	1500	1514	1076	0.0029	345
0.2031	-10.46	166.17	-23.8	-0.3	0.78	-0.18	1515	1500	1514	1076	0.0029	345
0.206	-10.52	166.09	-23.82	-0.18	0.72	0	1515	1500	1514	1076	0.0029	344
0.2089	-10.58	165.99	-23.83	-0.3	0.72	0.06	1515	1500	1514	1076	0.0029	344
0.2118	-10.64	165.91	-23.85	-0.3	0.6	-0.42	1515	1500	1514	1076	0.0029	344
0.2147	-10.7	165.81	-23.87	-0.3	0.72	0.13	1515	1500	1514	1076	0.0029	345
0.2176	-10.76	165.72	-23.88	-0.12	0.78	-0.24	1515	1500	1514	1076	0.0029	345
0.2205	-10.82	165.63	-23.9	-0.24	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.2234	-10.88	165.53	-23.92	-0.06	0.72	-0.12	1515	1500	1514	1076	0.0029	344
0.2263	-10.94	165.44	-23.94	-0.3	0.72	-0.36	1515	1500	1514	1076	0.0029	344
0.2292	-11	165.34	-23.95	-0.18	0.54	-0.06	1515	1500	1514	1076	0.0029	345
0.2321	-11.06	165.25	-23.97	-0.12	0.96	-0.12	1515	1500	1514	1076	0.0029	344
0.235	-11.12	165.15	-23.99	-0.36	0.6	-0.06	1515	1500	1514	1076	0.0029	345
0.2379	-11.19	165.06	-24.01	-0.3	0.66	-0.36	1515	1500	1514	1076	0.0029	344
0.2408	-11.25	164.96	-24.03	-0.12	0.96	-0.24	1515	1500	1514	1076	0.0029	344
0.2437	-11.31	164.87	-24.04	-0.3	0.6	-0.42	1515	1500	1514	1076	0.0029	344
0.2466	-11.38	164.77	-24.06	-0.06	0.54	-0.24	1515	1500	1514	1076	0.0029	344
0.2495	-11.44	164.67	-24.08	-0.18	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.2524	-11.5	164.57	-24.1	-0.06	0.78	-0.18	1515	1500	1514	1076	0.0029	345
0.2553	-11.57	164.47	-24.12	-0.24	0.78	-0.06	1515	1500	1514	1076	0.0029	345
0.2582	-11.63	164.36	-24.14	-0.12	0.84	-0.18	1515	1500	1514	1076	0.0029	344
0.2611	-11.7	164.26	-24.16	-0.42	0.78	0.06	1515	1500	1514	1076	0.0029	344
0.264	-11.77	164.16	-24.18	-0.12	0.54	0.06	1515	1500	1514	1076	0.0029	344
0.2669	-11.83	164.05	-24.2	-0.06	0.41	-0.12	1515	1500	1514	1076	0.0029	344
0.2698	-11.9	163.95	-24.22	-0.06	0.84	-0.3	1515	1500	1514	1076	0.0029	344
0.2727	-11.96	163.85	-24.25	0.19	0.48	0	1515	1500	1514	1076	0.0029	345
0.2756	-12.03	163.75	-24.27	-0.24	0.72	0	1515	1500	1514	1076	0.0029	344
0.2785	-12.1	163.64	-24.29	-0.24	0.48	-0.06	1515	1500	1514	1076	0.0029	345
0.2814	-12.17	163.53	-24.31	-0.24	0.6	-0.12	1515	1500	1514	1076	0.0029	344
0.2843	-12.23	163.43	-24.33	-0.3	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.2872	-12.3	163.32	-24.36	-0.3	1.02	-0.18	1515	1500	1514	1076	0.0029	344
0.2901	-12.37	163.21	-24.38	0.12	0.78	-0.06	1515	1500	1514	1076	0.0029	345
0.293	-12.44	163.11	-24.4	-0.3	0.54	-0.48	1515	1500	1514	1076	0.0029	344
0.2959	-12.51	163	-24.42	-0.24	0.66	-0.36	1515	1500	1514	1076	0.0029	345
0.2988	-12.58	162.89	-24.45	-0.24	0.54	-0.12	1515	1500	1514	1076	0.0029	344
0.3017	-12.65	162.78	-24.47	-0.06	0.72	-0.18	1515	1500	1514	1076	0.0029	344
0.3046	-12.72	162.67	-24.5	-0.3	0.84	-0.12	1515	1500	1514	1076	0.0029	344
0.3075	-12.79	162.56	-24.52	-0.3	0.78	0.06	1515	1500	1514	1076	0.0029	344
0.3104	-12.86	162.44	-24.55	-0.36	0.84	-0.42	1515	1500	1514	1076	0.0029	345
0.3133	-12.93	162.33	-24.57	-0.18	0.54	-0.42	1515	1500	1514	1076	0.0029	345
0.3162	-13.01	162.22	-24.59	-0.06	0.54	-0.3	1515	1500	1514	1076	0.0029	345
0.3191	-13.08	162.11	-24.62	-0.3	0.54	0.13	1515	1500	1514	1076	0.0029	344
0.322	-13.15	161.99	-24.65	-0.06	0.72	0.13	1515	1500	1514	1076	0.0029	344
0.3249	-13.23	161.88	-24.67	-0.12	1.02	-0.18	1515	1500	1514	1076	0.0029	344
0.3278	-13.3	161.76	-24.7	-0.42	0.84	-0.18	1515	1500	1514	1076	0.0029	344
0.3307	-13.37	161.64	-24.72	-0.3	0.6	-0.18	1515	1500	1514	1076	0.0029	345
0.3336	-13.45	161.52	-24.75	-0.06	0.6	-0.24	1515	1500	1514	1076	0.0029	345
0.3365	-13.52	161.41	-24.78	-0.49	0.66	0.13	1515	1500	1514	1076	0.0029	345
0.3394	-13.6	161.29	-24.8	-0.3	0.72	-0.24	1515	1500	1514	1076	0.0029	345
0.3423	-13.67	161.17	-24.83	-0.06	0.72	-0.3	1515	1500	1514	1076	0.0029	345
0.3452	-13.75	161.05	-24.86	-0.24	0.66	-0.18	1515	1500	1514	1076	0.0029	345
0.3481	-13.82	160.93	-24.89	-0.18	0.84	-0.12	1515	1500	1514	1076	0.0029	344
0.351	-13.9	160.8	-24.92	-0.06	0.9	-0.3	1515	1500	1514	1076	0.0029	345
0.3539	-13.97	160.68	-24.95	0	0.9	0.06	1515	1500	1514	1076	0.0029	344
0.3568	-14.05	160.56	-24.98	0.06	0.72	-0.36	1515	1500	1514	1076	0.0029	344
0.3597	-14.12	160.43	-25.01	-0.24	0.9	-0.3	1515	1500	1514	1076	0.0029	344
0.3626	-14.2	160.31	-25.04	0	0.78	-0.3	1515	1500	1514	1076	0.0029	344
0.3655	-14.28	160.18	-25.07	-0.18	0.78	-0.12	1515	1500	1514	1076	0.0029	344
0.3684	-14.36	160.06	-25.1	-0.06	0.78	-0.12	1515	1500	1514	1076	0.0029	345
0.3713	-14.43	159.93	-25.13	-0.06	0.6	0.25	1515	1500	1514	1076	0.0029	344
0.3742	-14.51	159.81	-25.16	-0.06	0.78	-0.12	1515	1500	1514	1076	0.0029	345
0.3771	-14.59	159.68	-25.2	-0.12	0.78	-0.12	1515	1500	1514	1076	0.0029	344
0.38	-14.67	159.54	-25.23	-0.18	1.09	-0.18	1515	1500	1514	1076	0.0029	344
0.3829	-14.75	159.42	-25.26	-0.12	0.66	-0.3	1515	1500	1514	1076	0.0029	344
0.3858	-14.83	159.28	-25.3	-0.3	0.48	-0.12	1515	1500	1514	1076	0.0029	344
0.3887	-14.91	159.15	-25.33	-0.3	0.6	-0.06	1515	1500	1514	1076	0.0029	344
0.3916	-14.99	159.02	-25.36	-0.24	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.3945	-15.07	158.88	-25.4	-0.3	0.9	-0.36	1515	1500	1514	1076	0.0029	344
0.3974	-15.15	158.75	-25.43	-0.12	0.6	-0.18	1515	1500	1514	1076	0.0029	344
0.4003	-15.24	158.61	-25.47	-0.36	0.48	-0.18	1515	1500	1514	1076	0.0029	344
0.4032	-15.32	158.48	-25.5	-0.06	0.66	-0.36	1515	1500	1514	1076	0.0029	345
0.4061	-15.4	158.34	-25.54	0.06	0.72	-0.12	1515	1500	1514	1076	0.0029	344
0.409	-15.49	158.2	-25.58	0.06	0.54	-0.06	1515	1500	1514	1076	0.0029	344
0.4119	-15.57	158.06	-25.61	-0.12	0.78	0	1515	1500	1514	1076	0.0029	345
0.4148	-15.65	157.92	-25.65	-0.06	0.48	0	1515	1500	1514	1076	0.0029	344
0.4177	-15.73	157.78	-25.69	0	0.78	-0.06	1515	1500	1514	1076	0.0029	345
0.4206	-15.82	157.64	-25.73	-0.12	0.72	-0.18	1515	1500	1514	1076	0.0029	344
0.4235	-15.91	157.5	-25.76	-0.12	0.35	-0.36	1515	1500	1514	1076	0.0029	344
0.4264	-15.99	157.36	-25.81	-0.18	0.6	-0.24	1515	1500	1514	1076	0.0029	345
0.4293	-16.08	157.21	-25.84	0.06	0.54	-0.42	1515	1500	1514	1076	0.0029	344
0.4322	-16.17	157.07	-25.88	-0.3	0.41	-0.06	1515	1500	1514	1076	0.0029	344
0.4351	-16.25	156.92	-25.92	-0.24	0.72	0	1515	1500	1514	1076	0.0029	344
0.438	-16.34	156.78	-25.96	-0.24	0.66	-0.12	1515	1500	1514	1076	0.0029	345
0.4409	-16.43	156.63	-26.01	-0.18	0.54	-0.12	1515	1500	1514	1076	0.0029	345
0.4438	-16.51	156.48	-26.05	-0.36	0.84	-0.06	1515	1500	1514	1076	0.0029	345
0.4467	-16.6	156.33	-26.09	-0.18	0.6	-0.12	1515	1500	1514	1076	0.0029	345
0.4496	-16.69	156.18	-26.13	-0.06	0.78	-0.3	1515	1500	1514	1076	0.0029	344
0.4525	-16.78	156.03	-26.17	-0.06	0.54	-0.06	1515	1500	1514	1076	0.0029	344
0.4554	-16.87	155.88	-26.22	-0.12	0.54	-0.3	1515	1500	1514	1076	0.0029	343
0.4583	-16.95	155.73	-26.26	-0.24	0.48	-0.18	1515	1500	1514	1076	0.0029	344
0.4612	-17.04	155.57	-26.31	-0.06	0.72	-0.18	1515	1500	1514	1076	0.0029	345
0.4641	-17.14	155.42	-26.35	0	0.41	-0.06	1515	1500	1514	1076	0.0029	344
0.467	-17.22	155.26	-26.4	-0.06	0.9	-0.06	1515	1500	1514	1076	0.0029	344
0.4699	-17.32	155.1	-26.44	0.12	0.66	-0.24	1515	1500	1514	1076	0.0029	344
0.4728	-17.4	154.95	-26.49	-0.24	0.6	-0.24	1515	1500	1514	1076	0.0029	345
0.4757	-17.5	154.79	-26.54	-0.18	0.9	-0.18	1515	1500	1514	1076	0.0029	344
0.4786	-17.59	154.63	-26.59	0	0.66	0	1515	1500	1514	1076	0.0029	344
0.4815	-17.68	154.47	-26.63	0	0.78	-0.36	1515	1500	1514	1076	0.0029	345
0.4844	-17.77	154.31	-26.68	0.19	0.6	-0.55	1515	1500	1514	1076	0.0029	345
0.4873	-17.87	154.15	-26.73	0	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.4902	-17.96	153.99	-26.78	-0.24	0.66	-0.42	1515	1500	1514	1076	0.0029	344
0.4931	-18.05	153.82	-26.83	-0.06	0.78	-0.3	1515	1500	1514	1076	0.0029	344
0.496	-18.15	153.66	-26.88	-0.06	0.72	-0.06	1515	1500	1514	1076	0.0029	345
0.4989	-18.24	153.49	-26.93	-0.12	0.72	-0.18	1515	1500	1514	1076	0.0029	345
0.5018	-18.33	153.33	-26.98	-0.42	0.72	-0.06	1515	1500	1514	1076	0.0029	344
0.5047	-18.43	153.16	-27.04	-0.3	0.6	-0.3	1515	1500	1514	1076	0.0029	345
0.5076	-18.52	152.99	-27.09	-0.36	0.84	-0.18	1515	1500	1514	1076	0.0029	344
0.5105	-18.62	152.82	-27.14	-0.12	0.66	-0.06	1515	1500	1514	1076	0.0029	344
0.5134	-18.71	152.64	-27.2	0	0.84	-0.18	1515	1500	1514	1076	0.0029	345
0.5163	-18.81	152.47	-27.26	-0.12	0.66	-0.24	1515	1500	1514	1076	0.0029	344
0.5192	-18.91	152.29	-27.31	0.06	0.66	-0.12	1515	1500	1514	1076	0.0029	344
0.5221	-19	152.12	-27.37	-0.06	0.66	-0.36	1515	1500	1514	1076	0.0029	344
0.525	-19.1	151.94	-27.43	-0.24	0.84	-0.18	1515	1500	1514	1076	0.0029	344
0.5279	-19.2	151.77	-27.48	-0.12	0.72	-0.36	1515	1500	1514	1076	0.0029	344
0.5308	-19.3	151.59	-27.54	-0.24	0.48	-0.24	1515	1500	1514	1076	0.0029	345
0.5337	-19.39	151.41	-27.6	-0.36	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.5366	-19.49	151.23	-27.66	-0.24	0.84	-0.42	1515	1500	1514	1076	0.0029	344
0.5395	-19.59	151.04	-27.72	-0.36	0.6	0.19	1515	1500	1514	1076	0.0029	345
0.5424	-19.69	150.86	-27.78	-0.12	0.78	-0.3	1515	1500	1514	1076	0.0029	344
0.5453	-19.79	150.68	-27.84	0.31	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.5482	-19.89	150.49	-27.9	-0.3	0.66	-0.24	1515	1500	1514	1076	0.0029	344
0.5511	-19.99	150.31	-27.97	-0.06	0.9	0.06	1515	1500	1514	1076	0.0029	345
0.554	-20.09	150.12	-28.03	0	1.02	-0.24	1515	1500	1514	1076	0.0029	344
0.5569	-20.19	149.94	-28.1	-0.3	0.9	-0.06	1515	1500	1514	1076	0.0029	344
0.5598	-20.29	149.75	-28.16	0	0.72	-0.06	1515	1500	1514	1076	0.0029	344
0.5627	-20.39	149.56	-28.23	0	0.66	0	1515	1500	1514	1076	0.0029	344
0.5656	-20.49	149.36	-28.29	-0.06	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.5685	-20.59	149.17	-28.36	-0.42	0.72	-0.06	1515	1500	1514	1076	0.0029	345
0.5714	-20.69	148.98	-28.43	-0.3	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.5744	-20.8	148.78	-28.5	0.06	0.41	-0.18	1515	1500	1514	1076	0.003	336
0.5773	-20.9	148.59	-28.57	0	0.72	-0.12	1515	1500	1514	1076	0.0029	344
0.5802	-21	148.39	-28.64	-0.24	0.6	-0.3	1515	1500	1514	1076	0.0029	344
0.5831	-21.1	148.19	-28.71	-0.06	0.84	-0.18	1515	1500	1514	1076	0.0029	344
0.586	-21.2	147.99	-28.78	-0.24	0.78	-0.12	1515	1500	1514	1076	0.0029	344
0.5889	-21.3	147.79	-28.85	-0.24	0.66	-0.24	1515	1500	1514	1076	0.0029	344
0.5918	-21.41	147.59	-28.92	-0.12	0.66	-0.42	1515	1500	1514	1076	0.0029	345
0.5947	-21.51	147.38	-29	-0.36	0.54	-0.55	1515	1500	1514	1076	0.0029	344
0.5976	-21.61	147.18	-29.07	-0.18	0.66	-0.18	1515	1500	1514	1076	0.0029	344
0.6005	-21.71	146.97	-29.15	-0.36	0.78	-0.12	1515	1500	1514	1076	0.0029	345
0.6034	-21.82	146.76	-29.23	-0.24	0.66	-0.06	1515	1500	1514	1076	0.0029	344
0.6063	-21.92	146.56	-29.3	-0.3	0.9	-0.3	1515	1500	1514	1076	0.0029	345
0.6092	-22.02	146.34	-29.38	-0.06	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.6121	-22.13	146.13	-29.46	0.12	0.72	0.13	1515	1500	1514	1076	0.0029	344
0.615	-22.23	145.92	-29.54	-0.18	0.66	-0.3	1515	1500	1514	1076	0.0029	345
0.6179	-22.34	145.7	-29.62	-0.06	1.09	-0.18	1515	1500	1514	1076	0.0029	344
0.6208	-22.44	145.49	-29.7	-0.42	0.54	-0.36	1515	1500	1514	1076	0.0029	345
0.6237	-22.55	145.27	-29.78	-0.24	0.6	-0.24	1515	1500	1514	1076	0.0029	345
0.6266	-22.65	145.06	-29.87	0.19	0.78	-0.06	1515	1500	1514	1076	0.0029	344
0.6295	-22.76	144.84	-29.95	-0.18	0.84	-0.24	1515	1500	1514	1076	0.0029	344
0.6324	-22.86	144.62	-30.04	-0.24	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.6353	-22.97	144.4	-30.12	-0.24	0.84	-0.24	1515	1500	1514	1076	0.0029	344
0.6382	-23.08	144.17	-30.21	-0.3	0.9	-0.12	1515	1500	1514	1076	0.0029	344
0.6411	-23.18	143.95	-30.3	-0.3	0.54	0	1515	1500	1514	1076	0.0029	344
0.644	-23.29	143.72	-30.39	0.06	0.9	-0.12	1515	1500	1514	1076	0.0029	345
0.6469	-23.39	143.49	-30.48	-0.18	0.6	-0.12	1515	1500	1514	1076	0.0029	344
0.6498	-23.5	143.26	-30.57	0.12	0.66	-0.18	1515	1500	1514	1076	0.0029	345
0.6527	-23.6	143.03	-30.66	-0.3	0.54	-0.18	1515	1500	1514	1076	0.0029	344
0.6556	-23.71	142.8	-30.75	-0.18	0.78	-0.24	1515	1500	1514	1076	0.0029	344
0.6585	-23.82	142.56	-30.85	-0.3	0.6	-0.48	1515	1500	1514	1076	0.0029	344
0.6614	-23.93	142.33	-30.94	0	0.84	-0.18	1515	1500	1514	1076	0.0029	345
0.6643	-24.03	142.09	-31.04	-0.24	0.66	-0.12	1515	1500	1514	1076	0.0029	345
0.6672	-24.14	141.85	-31.13	-0.42	0.66	0	1515	1500	1514	1076	0.0029	344
0.6701	-24.25	141.62	-31.23	-0.18	0.54	0.06	1515	1500	1514	1076	0.0029	344
0.673	-24.36	141.38	-31.33	-0.12	0.66	0.06	1515	1500	1514	1076	0.0029	344
0.6759	-24.46	141.14	-31.43	-0.06	0.96	-0.42	1515	1500	1514	1076	0.0029	344
0.6788	-24.57	140.9	-31.53	-0.24	0.66	0.06	1515	1500	1514	1076	0.0029	344
0.6817	-24.68	140.65	-31.63	-0.18	0.72	-0.3	1515	1500	1514	1076	0.0029	344
0.6846	-24.79	140.41	-31.73	-0.12	0.84	-0.48	1515	1500	1514	1076	0.0029	344
0.6875	-24.89	140.16	-31.83	-0.06	0.6	0.06	1515	1500	1514	1076	0.0029	344
0.6904	-25	139.92	-31.94	-0.3	0.66	-0.36	1515	1500	1514	1076	0.0029	345
0.6933	-25.11	139.66	-32.04	-0.3	0.6	-0.18	1515	1500	1514	1076	0.0029	344
0.6962	-25.22	139.41	-32.15	-0.06	0.72	0	1515	1500	1514	1076	0.0029	345
0.6991	-25.33	139.16	-32.26	-0.3	0.72	-0.42	1515	1500	1514	1076	0.0029	344
0.702	-25.44	138.91	-32.36	-0.12	0.54	-0.3	1515	1500	1514	1076	0.0029	345
0.7049	-25.55	138.65	-32.47	-0.42	0.84	-0.3	1515	1500	1514	1076	0.0029	344
0.7078	-25.66	138.4	-32.58	0	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.7107	-25.77	138.14	-32.69	-0.06	0.48	-0.18	1515	1500	1514	1076	0.0029	344
0.7136	-25.88	137.88	-32.81	-0.06	0.72	0	1515	1500	1514	1076	0.0029	345
0.7165	-25.98	137.62	-32.92	-0.12	0.96	-0.06	1515	1500	1514	1076	0.0029	345
0.7194	-26.09	137.36	-33.03	-0.18	0.66	-0.61	1515	1500	1514	1076	0.0029	344
0.7223	-26.2	137.09	-33.15	-0.18	0.72	-0.24	1515	1500	1514	1076	0.0029	345
0.7252	-26.31	136.83	-33.27	0.06	0.84	0	1515	1500	1514	1076	0.0029	344
0.7281	-26.42	136.56	-33.39	-0.06	0.66	-0.18	1515	1500	1514	1076	0.0029	345
0.731	-26.53	136.29	-33.5	0	0.48	-0.24	1515	1500	1514	1076	0.0029	344
0.734	-26.64	136.02	-33.62	-0.3	0.84	-0.24	1515	1500	1514	1076	0.003	336
0.7369	-26.74	135.75	-33.75	-0.12	0.78	-0.12	1515	1500	1514	1076	0.0029	344
0.7398	-26.85	135.48	-33.87	-0.36	0.96	-0.18	1515	1500	1514	1076	0.0029	344
0.7427	-26.96	135.2	-33.99	-0.24	0.78	-0.42	1515	1500	1514	1076	0.0029	344
0.7456	-27.06	134.93	-34.12	-0.12	0.84	-0.12	1515	1500	1514	1076	0.0029	344
0.7485	-27.17	134.65	-34.24	0	0.84	-0.42	1515	1500	1514	1076	0.0029	345
0.7514	-27.28	134.37	-34.37	-0.24	0.6	-0.18	1515	1500	1514	1076	0.0029	344
0.7543	-27.38	134.09	-34.5	-0.3	0.66	0.19	1515	1500	1514	1076	0.0029	345
0.7572	-27.49	133.8	-34.63	-0.24	0.78	0.06	1515	1500	1514	1076	0.0029	344
0.7601	-27.6	133.52	-34.76	-0.24	0.66	-0.3	1515	1500	1514	1076	0.0029	344
0.763	-27.7	133.23	-34.89	-0.18	0.6	-0.12	1515	1500	1514	1076	0.0029	342
0.7659	-27.81	132.95	-35.03	-0.24	0.78	0.19	1515	1500	1514	1076	0.0029	344
0.7688	-27.91	132.66	-35.16	-0.12	0.54	-0.36	1515	1500	1514	1076	0.0029	344
0.7717	-28.02	132.37	-35.3	-0.12	0.6	0.06	1515	1500	1514	1076	0.0029	345
0.7746	-28.12	132.08	-35.43	-0.18	0.84	0	1515	1500	1514	1076	0.0029	344
0.7776	-28.23	131.78	-35.57	0	0.72	-0.42	1515	1500	1514	1076	0.003	336
0.7805	-28.33	131.48	-35.71	-0.36	0.72	-0.18	1515	1500	1514	1076	0.0029	345
0.7834	-28.43	131.18	-35.85	-0.12	0.78	-0.18	1515	1500	1514	1076	0.0029	344
0.7863	-28.54	130.89	-36	-0.24	0.66	0.06	1515	1500	1514	1076	0.0029	345
